ID,context_id,context_length,context_title,context,question,answer,start position,question type,classification
,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Menurut Abu al-Hasan an-Nadawy: Isra' bukan hanya kejadian luar biasa yang terjadi pada diri Muhammad yang memberi gambaran tentang sebagian dari tanda-tanda kekuasaan Allah, menembus cakrawala langit dan bumi dengan mata kepala, antara lain adalah: seperti yang diungkapkan dalam dua surat yang mulia yaitu al-Isra': 1 dan an-Najm: 18, tetapi lebih dan itu mencakup perjalanan kenabian yang ghaib ini ke dimensi yang sangat halus dan mendalam serta dipenuhi berbagai hikmah, bahwa Muhammad adalah Nabi dua Qiblat, Imam di Timur dan di Barat, pewaris nabi sebelumnya, pemimpin generasi sesudahnya.,NULL,NULL
,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Sesungguhnya dapat diambil pelajaran dan pribadi Rasulullah dan dari perjalanan isra'nya di Bayt al-Haram sampai ke Masjid al-Aqsha. Semua itu merupakan bukti dan keuniversalan risalahnya dan keabadian kepemimpinannya, serta kesesuaiannya dengan berbagai tempat dan masa. Mengenai proses terjadinya pertemuan antara Nahi Muhammad dengan para Ambiya yang lain, tentulah itu merupakan masalah ghaib yang harus diimani. Sementara itu, para ahli tafsir berbeda pendapat mengenai peristiwa Isra' dan Mi'raj, apakah terjadi dengan ruh atau jasad sekaligus Menurut 'Aisyah hanya terjadi dengan ruh """"Tidak diangkat jasad Rasulullah, akan tetapi Allah hanya memperjalankan ruhnya."",Menurut pendapat siapa terjadi Isra' dan Mi'raj hanya dengan ruh saja?,'Aisyah,1782,who,B",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
85,11,1961,Masjid Aqsha di Bait al-Maqdis (2),"Namun di hadapan Allah hal itu tidaklah luar biasa, karena jika Allah menghendaki sesuatu tentulah terjadi. Dalam al-Qur'an sendiri terdapat keterangan yang cukup jelas mengenai perjalanan Masjid Aqsha, bahwa ia telah mengalami penghancuran sebanyak dua kali, keterangan tersebut justru diangkat dalam surat al Isra' 4-8 yang peneguhannya dibuka dengan perjalanan Isra' dan Mi'raj, ""Dan telah Kami tetapkan terhadap Bani Israil dalam Kitab itu: ""Sesungguhnya kamu akan membuat kerusakan di muka bumi ini dua kali dan pasti kamu akan menyombongkan diri dengan kesombongan yang besar"". Maka apabila datang saat hukuman bagi (kejahatan) pertama dari kedua (kejahatan) itu, Kami datangkan kepadamu hamba-hamba Kami yang mempunyai kekuatan yang besar, lalu mereka merajalela di kampung-kampung, dan itulah ketetapan yang pasti terlaksana. Kemudian Kami berikan kepadamu giliran untuk mengalahkan mereka kembali dan Kami membantumu dengan harta kekayaan dan anak-anak dan Kami jadikan kamu kelompok yang lebih besar. Jika kamu berbuat baik (berarti) kamu berbuat baik bagi dirimu sendiri dan jika kamu berbuat jahat, maka (kejahatan) itu bagi dirimu sendiri, dan apabila datang saat hukuman bagi (kejahatan) yang kedua, (Kami datangkan orang-orang lain) untuk menyuramkan muka-muka kamu dan mereka masuk ke dalam mesjid, sebagaimana musuh-musuhmu memasukinya pada kali pertama dan untuk membinasakan sehabis-habisnya apa saja yang mereka kuasai. Mudah-mudahan Tuhanmu akan melimpahkan rahmat(Nya) kepadamu; dan sekiranya kamu kembali kepada (kedurhakaan) niscaya Kami kembali (mengazabmu) dan Kami jadikan neraka Jahannam penjara bagi orang-orang yang tidak beriman. 

Dalam firman di atas disebutkan bahwa Anak cucu Isra'il ditakdirkan dalam Kitab membuat kerusakan dua kali (menurut ahli tafsir berarti Lawh al-Mahfuzh ataupun kitab Taurat). Dan pada kedua pengerusakan tersebut Allah mengirim ahzabnya berupa penghancuran Masjid Aqsha dan terhinanya bangsa Yahudi.",Apa yang dijelaskan dalam surat al Isra' 4-8?,perjalanan Masjid Aqsha,178,what,A
86,11,1961,Masjid Aqsha di Bait al-Maqdis (2),"Namun di hadapan Allah hal itu tidaklah luar biasa, karena jika Allah menghendaki sesuatu tentulah terjadi. Dalam al-Qur'an sendiri terdapat keterangan yang cukup jelas mengenai perjalanan Masjid Aqsha, bahwa ia telah mengalami penghancuran sebanyak dua kali, keterangan tersebut justru diangkat dalam surat al Isra' 4-8 yang peneguhannya dibuka dengan perjalanan Isra' dan Mi'raj, ""Dan telah Kami tetapkan terhadap Bani Israil dalam Kitab itu: ""Sesungguhnya kamu akan membuat kerusakan di muka bumi ini dua kali dan pasti kamu akan menyombongkan diri dengan kesombongan yang besar"". Maka apabila datang saat hukuman bagi (kejahatan) pertama dari kedua (kejahatan) itu, Kami datangkan kepadamu hamba-hamba Kami yang mempunyai kekuatan yang besar, lalu mereka merajalela di kampung-kampung, dan itulah ketetapan yang pasti terlaksana. Kemudian Kami berikan kepadamu giliran untuk mengalahkan mereka kembali dan Kami membantumu dengan harta kekayaan dan anak-anak dan Kami jadikan kamu kelompok yang lebih besar. Jika kamu berbuat baik (berarti) kamu berbuat baik bagi dirimu sendiri dan jika kamu berbuat jahat, maka (kejahatan) itu bagi dirimu sendiri, dan apabila datang saat hukuman bagi (kejahatan) yang kedua, (Kami datangkan orang-orang lain) untuk menyuramkan muka-muka kamu dan mereka masuk ke dalam mesjid, sebagaimana musuh-musuhmu memasukinya pada kali pertama dan untuk membinasakan sehabis-habisnya apa saja yang mereka kuasai. Mudah-mudahan Tuhanmu akan melimpahkan rahmat(Nya) kepadamu; dan sekiranya kamu kembali kepada (kedurhakaan) niscaya Kami kembali (mengazabmu) dan Kami jadikan neraka Jahannam penjara bagi orang-orang yang tidak beriman. 

Dalam firman di atas disebutkan bahwa Anak cucu Isra'il ditakdirkan dalam Kitab membuat kerusakan dua kali (menurut ahli tafsir berarti Lawh al-Mahfuzh ataupun kitab Taurat). Dan pada kedua pengerusakan tersebut Allah mengirim ahzabnya berupa penghancuran Masjid Aqsha dan terhinanya bangsa Yahudi.",Dimana keterangan mengenai perjalanan Masjid Aqsha diangkat dalam al-Qur'an?,surat al Isra' 4-8,302,where,C
87,11,1961,Masjid Aqsha di Bait al-Maqdis (2),"Namun di hadapan Allah hal itu tidaklah luar biasa, karena jika Allah menghendaki sesuatu tentulah terjadi. Dalam al-Qur'an sendiri terdapat keterangan yang cukup jelas mengenai perjalanan Masjid Aqsha, bahwa ia telah mengalami penghancuran sebanyak dua kali, keterangan tersebut justru diangkat dalam surat al Isra' 4-8 yang peneguhannya dibuka dengan perjalanan Isra' dan Mi'raj, ""Dan telah Kami tetapkan terhadap Bani Israil dalam Kitab itu: ""Sesungguhnya kamu akan membuat kerusakan di muka bumi ini dua kali dan pasti kamu akan menyombongkan diri dengan kesombongan yang besar"". Maka apabila datang saat hukuman bagi (kejahatan) pertama dari kedua (kejahatan) itu, Kami datangkan kepadamu hamba-hamba Kami yang mempunyai kekuatan yang besar, lalu mereka merajalela di kampung-kampung, dan itulah ketetapan yang pasti terlaksana. Kemudian Kami berikan kepadamu giliran untuk mengalahkan mereka kembali dan Kami membantumu dengan harta kekayaan dan anak-anak dan Kami jadikan kamu kelompok yang lebih besar. Jika kamu berbuat baik (berarti) kamu berbuat baik bagi dirimu sendiri dan jika kamu berbuat jahat, maka (kejahatan) itu bagi dirimu sendiri, dan apabila datang saat hukuman bagi (kejahatan) yang kedua, (Kami datangkan orang-orang lain) untuk menyuramkan muka-muka kamu dan mereka masuk ke dalam mesjid, sebagaimana musuh-musuhmu memasukinya pada kali pertama dan untuk membinasakan sehabis-habisnya apa saja yang mereka kuasai. Mudah-mudahan Tuhanmu akan melimpahkan rahmat(Nya) kepadamu; dan sekiranya kamu kembali kepada (kedurhakaan) niscaya Kami kembali (mengazabmu) dan Kami jadikan neraka Jahannam penjara bagi orang-orang yang tidak beriman. 

Dalam firman di atas disebutkan bahwa Anak cucu Isra'il ditakdirkan dalam Kitab membuat kerusakan dua kali (menurut ahli tafsir berarti Lawh al-Mahfuzh ataupun kitab Taurat). Dan pada kedua pengerusakan tersebut Allah mengirim ahzabnya berupa penghancuran Masjid Aqsha dan terhinanya bangsa Yahudi.",Apa yang ditakdirkan bagi Anak cucu Isra'il dalam Kitab?,membuat kerusakan di muka bumi ini dua kali,469,what,C
88,11,1961,Masjid Aqsha di Bait al-Maqdis (2),"Namun di hadapan Allah hal itu tidaklah luar biasa, karena jika Allah menghendaki sesuatu tentulah terjadi. Dalam al-Qur'an sendiri terdapat keterangan yang cukup jelas mengenai perjalanan Masjid Aqsha, bahwa ia telah mengalami penghancuran sebanyak dua kali, keterangan tersebut justru diangkat dalam surat al Isra' 4-8 yang peneguhannya dibuka dengan perjalanan Isra' dan Mi'raj, ""Dan telah Kami tetapkan terhadap Bani Israil dalam Kitab itu: ""Sesungguhnya kamu akan membuat kerusakan di muka bumi ini dua kali dan pasti kamu akan menyombongkan diri dengan kesombongan yang besar"". Maka apabila datang saat hukuman bagi (kejahatan) pertama dari kedua (kejahatan) itu, Kami datangkan kepadamu hamba-hamba Kami yang mempunyai kekuatan yang besar, lalu mereka merajalela di kampung-kampung, dan itulah ketetapan yang pasti terlaksana. Kemudian Kami berikan kepadamu giliran untuk mengalahkan mereka kembali dan Kami membantumu dengan harta kekayaan dan anak-anak dan Kami jadikan kamu kelompok yang lebih besar. Jika kamu berbuat baik (berarti) kamu berbuat baik bagi dirimu sendiri dan jika kamu berbuat jahat, maka (kejahatan) itu bagi dirimu sendiri, dan apabila datang saat hukuman bagi (kejahatan) yang kedua, (Kami datangkan orang-orang lain) untuk menyuramkan muka-muka kamu dan mereka masuk ke dalam mesjid, sebagaimana musuh-musuhmu memasukinya pada kali pertama dan untuk membinasakan sehabis-habisnya apa saja yang mereka kuasai. Mudah-mudahan Tuhanmu akan melimpahkan rahmat(Nya) kepadamu; dan sekiranya kamu kembali kepada (kedurhakaan) niscaya Kami kembali (mengazabmu) dan Kami jadikan neraka Jahannam penjara bagi orang-orang yang tidak beriman. 

Dalam firman di atas disebutkan bahwa Anak cucu Isra'il ditakdirkan dalam Kitab membuat kerusakan dua kali (menurut ahli tafsir berarti Lawh al-Mahfuzh ataupun kitab Taurat). Dan pada kedua pengerusakan tersebut Allah mengirim ahzabnya berupa penghancuran Masjid Aqsha dan terhinanya bangsa Yahudi.",Siapakah yang dikirim oleh Allah pada saat hukuman bagi kedua kejahatan itu?,hamba-hamba Kami yang mempunyai kekuatan yang besar,694,who,C
89,11,1961,Masjid Aqsha di Bait al-Maqdis (2),"Namun di hadapan Allah hal itu tidaklah luar biasa, karena jika Allah menghendaki sesuatu tentulah terjadi. Dalam al-Qur'an sendiri terdapat keterangan yang cukup jelas mengenai perjalanan Masjid Aqsha, bahwa ia telah mengalami penghancuran sebanyak dua kali, keterangan tersebut justru diangkat dalam surat al Isra' 4-8 yang peneguhannya dibuka dengan perjalanan Isra' dan Mi'raj, ""Dan telah Kami tetapkan terhadap Bani Israil dalam Kitab itu: ""Sesungguhnya kamu akan membuat kerusakan di muka bumi ini dua kali dan pasti kamu akan menyombongkan diri dengan kesombongan yang besar"". Maka apabila datang saat hukuman bagi (kejahatan) pertama dari kedua (kejahatan) itu, Kami datangkan kepadamu hamba-hamba Kami yang mempunyai kekuatan yang besar, lalu mereka merajalela di kampung-kampung, dan itulah ketetapan yang pasti terlaksana. Kemudian Kami berikan kepadamu giliran untuk mengalahkan mereka kembali dan Kami membantumu dengan harta kekayaan dan anak-anak dan Kami jadikan kamu kelompok yang lebih besar. Jika kamu berbuat baik (berarti) kamu berbuat baik bagi dirimu sendiri dan jika kamu berbuat jahat, maka (kejahatan) itu bagi dirimu sendiri, dan apabila datang saat hukuman bagi (kejahatan) yang kedua, (Kami datangkan orang-orang lain) untuk menyuramkan muka-muka kamu dan mereka masuk ke dalam mesjid, sebagaimana musuh-musuhmu memasukinya pada kali pertama dan untuk membinasakan sehabis-habisnya apa saja yang mereka kuasai. Mudah-mudahan Tuhanmu akan melimpahkan rahmat(Nya) kepadamu; dan sekiranya kamu kembali kepada (kedurhakaan) niscaya Kami kembali (mengazabmu) dan Kami jadikan neraka Jahannam penjara bagi orang-orang yang tidak beriman. 

Dalam firman di atas disebutkan bahwa Anak cucu Isra'il ditakdirkan dalam Kitab membuat kerusakan dua kali (menurut ahli tafsir berarti Lawh al-Mahfuzh ataupun kitab Taurat). Dan pada kedua pengerusakan tersebut Allah mengirim ahzabnya berupa penghancuran Masjid Aqsha dan terhinanya bangsa Yahudi.",Apa yang terjadi pada kedua pengerusakan yang ditakdirkan bagi Anak cucu Isra'il?,penghancuran Masjid Aqsha dan terhinanya bangsa Yahudi,1906,what,C
90,11,1961,Masjid Aqsha di Bait al-Maqdis (2),"Namun di hadapan Allah hal itu tidaklah luar biasa, karena jika Allah menghendaki sesuatu tentulah terjadi. Dalam al-Qur'an sendiri terdapat keterangan yang cukup jelas mengenai perjalanan Masjid Aqsha, bahwa ia telah mengalami penghancuran sebanyak dua kali, keterangan tersebut justru diangkat dalam surat al Isra' 4-8 yang peneguhannya dibuka dengan perjalanan Isra' dan Mi'raj, ""Dan telah Kami tetapkan terhadap Bani Israil dalam Kitab itu: ""Sesungguhnya kamu akan membuat kerusakan di muka bumi ini dua kali dan pasti kamu akan menyombongkan diri dengan kesombongan yang besar"". Maka apabila datang saat hukuman bagi (kejahatan) pertama dari kedua (kejahatan) itu, Kami datangkan kepadamu hamba-hamba Kami yang mempunyai kekuatan yang besar, lalu mereka merajalela di kampung-kampung, dan itulah ketetapan yang pasti terlaksana. Kemudian Kami berikan kepadamu giliran untuk mengalahkan mereka kembali dan Kami membantumu dengan harta kekayaan dan anak-anak dan Kami jadikan kamu kelompok yang lebih besar. Jika kamu berbuat baik (berarti) kamu berbuat baik bagi dirimu sendiri dan jika kamu berbuat jahat, maka (kejahatan) itu bagi dirimu sendiri, dan apabila datang saat hukuman bagi (kejahatan) yang kedua, (Kami datangkan orang-orang lain) untuk menyuramkan muka-muka kamu dan mereka masuk ke dalam mesjid, sebagaimana musuh-musuhmu memasukinya pada kali pertama dan untuk membinasakan sehabis-habisnya apa saja yang mereka kuasai. Mudah-mudahan Tuhanmu akan melimpahkan rahmat(Nya) kepadamu; dan sekiranya kamu kembali kepada (kedurhakaan) niscaya Kami kembali (mengazabmu) dan Kami jadikan neraka Jahannam penjara bagi orang-orang yang tidak beriman. 

Dalam firman di atas disebutkan bahwa Anak cucu Isra'il ditakdirkan dalam Kitab membuat kerusakan dua kali (menurut ahli tafsir berarti Lawh al-Mahfuzh ataupun kitab Taurat). Dan pada kedua pengerusakan tersebut Allah mengirim ahzabnya berupa penghancuran Masjid Aqsha dan terhinanya bangsa Yahudi.",Apa yang terjadi pada Masjid Aqsha?,penghancuran sebanyak dua kali,228,what,C
91,11,1961,Masjid Aqsha di Bait al-Maqdis (2),"Namun di hadapan Allah hal itu tidaklah luar biasa, karena jika Allah menghendaki sesuatu tentulah terjadi. Dalam al-Qur'an sendiri terdapat keterangan yang cukup jelas mengenai perjalanan Masjid Aqsha, bahwa ia telah mengalami penghancuran sebanyak dua kali, keterangan tersebut justru diangkat dalam surat al Isra' 4-8 yang peneguhannya dibuka dengan perjalanan Isra' dan Mi'raj, ""Dan telah Kami tetapkan terhadap Bani Israil dalam Kitab itu: ""Sesungguhnya kamu akan membuat kerusakan di muka bumi ini dua kali dan pasti kamu akan menyombongkan diri dengan kesombongan yang besar"". Maka apabila datang saat hukuman bagi (kejahatan) pertama dari kedua (kejahatan) itu, Kami datangkan kepadamu hamba-hamba Kami yang mempunyai kekuatan yang besar, lalu mereka merajalela di kampung-kampung, dan itulah ketetapan yang pasti terlaksana. Kemudian Kami berikan kepadamu giliran untuk mengalahkan mereka kembali dan Kami membantumu dengan harta kekayaan dan anak-anak dan Kami jadikan kamu kelompok yang lebih besar. Jika kamu berbuat baik (berarti) kamu berbuat baik bagi dirimu sendiri dan jika kamu berbuat jahat, maka (kejahatan) itu bagi dirimu sendiri, dan apabila datang saat hukuman bagi (kejahatan) yang kedua, (Kami datangkan orang-orang lain) untuk menyuramkan muka-muka kamu dan mereka masuk ke dalam mesjid, sebagaimana musuh-musuhmu memasukinya pada kali pertama dan untuk membinasakan sehabis-habisnya apa saja yang mereka kuasai. Mudah-mudahan Tuhanmu akan melimpahkan rahmat(Nya) kepadamu; dan sekiranya kamu kembali kepada (kedurhakaan) niscaya Kami kembali (mengazabmu) dan Kami jadikan neraka Jahannam penjara bagi orang-orang yang tidak beriman. 

Dalam firman di atas disebutkan bahwa Anak cucu Isra'il ditakdirkan dalam Kitab membuat kerusakan dua kali (menurut ahli tafsir berarti Lawh al-Mahfuzh ataupun kitab Taurat). Dan pada kedua pengerusakan tersebut Allah mengirim ahzabnya berupa penghancuran Masjid Aqsha dan terhinanya bangsa Yahudi.",Surat apa yang mengangkat keterangan tentang Masjid Aqsha?,surat al Isra',302,what,A
92,12,1999,Masjid Aqsha di Bait al-Maqdis (3),"Banyak ulama tafsir yang telah mengulas peristiwa pengerusakan pertama dan pengerusakan kedua masjid Aqsha tersebut, seperti Zamakhsyari dalam tafsirnya al-Kasyayaf, Ibn Katsir, Tafsir al-Baydiwi, Tafsir al-Khazin, namun keterangan Ibn Khaldun lebih ilmiah dan sudut pandang kesejarahan, yang ditulis dalam Muqaddimah. Menurut Ibn Khaldun, Nebukadnezar menaklukkan Samaria, kemudian Judea dan menyerbu Yerusalem, menghancurkan Masjid Aqsha, membakar Taurat dan mematikan agama Yahudi. Nebukadnezar kemudian memboyong orang-orang Yahudi ke negerinya (untuk dijadikan budak), ini adalah peristiwa penghancuran Masjid Aqsha yang pertama. Selang tujuh puluh tahun seorang raja Persia dan dinasti Kiyaniyyah (Achaemenid) berhasil mengembalikan bangsa Yahudi itu ke Yerusalem, setelah mengalahkan Babylonia dalam suatu peperangan. Kaum Yahudi membangun kembali masjid mereka (Masjid Aqsha) menurut bentuk aslinya (dan zaman Nabi Sulayman). Tapi pusat ibadat itu hanya untuk kegiatan keagamaan para pendeta saja, tanpa makna kekuasaan politik seperti sebelumnya. Kekuasaan politik berada di tangan bangsa Persia. 

Iskandar Agung dan Yunani mengalahkan Persia, dan kaum Yahudi berada dalam kekuasaan Yunani. Tetapi kekuasaan ini segera melemah, dan kaum Yahudi bangkit kembali serta berhasil mengakhiri penjajahan Yunani. Kini kekuasaan kaum Yahudi ada di tangan kaum pendeta Hasmonean (Barn Hasyrnanaya), sampai mereka dikalahkan oleh bangsa Romawi Pada waktu Romawi menyerbu Yerusalem, kaum Yahudi diperintah oleh Raja Herodus, seorang penguasa Yahudi (konon berdarah Arab, namun berbudaya Yunani), yang kawin dengan wanita dari klan Hasmonean. Tentara Romawi, dipimpin oleh Titus, menghancurkan Yerusalem, meratakan Masjid Aqsha dengan tanah, dan mengasingkan orang-orang Yahudi ke Roma dan ke daerah yang lebih jauh lagi. Inilah penghancuran Masjid Aqsha yang kedua, dan pengasingan tersebut disebut kaum Yahudi sebagai ""Pengasingan Besar"" (Al-Jalwat Al-Kubra atau Al-Jala' Al-Akbar, the Great Exile).",Apa nama buku yang ditulis oleh Ibn Khaldun?,Muqaddimah,307,what,A
93,12,1999,Masjid Aqsha di Bait al-Maqdis (3),"Banyak ulama tafsir yang telah mengulas peristiwa pengerusakan pertama dan pengerusakan kedua masjid Aqsha tersebut, seperti Zamakhsyari dalam tafsirnya al-Kasyayaf, Ibn Katsir, Tafsir al-Baydiwi, Tafsir al-Khazin, namun keterangan Ibn Khaldun lebih ilmiah dan sudut pandang kesejarahan, yang ditulis dalam Muqaddimah. Menurut Ibn Khaldun, Nebukadnezar menaklukkan Samaria, kemudian Judea dan menyerbu Yerusalem, menghancurkan Masjid Aqsha, membakar Taurat dan mematikan agama Yahudi. Nebukadnezar kemudian memboyong orang-orang Yahudi ke negerinya (untuk dijadikan budak), ini adalah peristiwa penghancuran Masjid Aqsha yang pertama. Selang tujuh puluh tahun seorang raja Persia dan dinasti Kiyaniyyah (Achaemenid) berhasil mengembalikan bangsa Yahudi itu ke Yerusalem, setelah mengalahkan Babylonia dalam suatu peperangan. Kaum Yahudi membangun kembali masjid mereka (Masjid Aqsha) menurut bentuk aslinya (dan zaman Nabi Sulayman). Tapi pusat ibadat itu hanya untuk kegiatan keagamaan para pendeta saja, tanpa makna kekuasaan politik seperti sebelumnya. Kekuasaan politik berada di tangan bangsa Persia. 

Iskandar Agung dan Yunani mengalahkan Persia, dan kaum Yahudi berada dalam kekuasaan Yunani. Tetapi kekuasaan ini segera melemah, dan kaum Yahudi bangkit kembali serta berhasil mengakhiri penjajahan Yunani. Kini kekuasaan kaum Yahudi ada di tangan kaum pendeta Hasmonean (Barn Hasyrnanaya), sampai mereka dikalahkan oleh bangsa Romawi Pada waktu Romawi menyerbu Yerusalem, kaum Yahudi diperintah oleh Raja Herodus, seorang penguasa Yahudi (konon berdarah Arab, namun berbudaya Yunani), yang kawin dengan wanita dari klan Hasmonean. Tentara Romawi, dipimpin oleh Titus, menghancurkan Yerusalem, meratakan Masjid Aqsha dengan tanah, dan mengasingkan orang-orang Yahudi ke Roma dan ke daerah yang lebih jauh lagi. Inilah penghancuran Masjid Aqsha yang kedua, dan pengasingan tersebut disebut kaum Yahudi sebagai ""Pengasingan Besar"" (Al-Jalwat Al-Kubra atau Al-Jala' Al-Akbar, the Great Exile).",Siapa yang menaklukkan Samaria dan Judea?,Nebukadnezar,340,who,B
94,12,1999,Masjid Aqsha di Bait al-Maqdis (3),"Banyak ulama tafsir yang telah mengulas peristiwa pengerusakan pertama dan pengerusakan kedua masjid Aqsha tersebut, seperti Zamakhsyari dalam tafsirnya al-Kasyayaf, Ibn Katsir, Tafsir al-Baydiwi, Tafsir al-Khazin, namun keterangan Ibn Khaldun lebih ilmiah dan sudut pandang kesejarahan, yang ditulis dalam Muqaddimah. Menurut Ibn Khaldun, Nebukadnezar menaklukkan Samaria, kemudian Judea dan menyerbu Yerusalem, menghancurkan Masjid Aqsha, membakar Taurat dan mematikan agama Yahudi. Nebukadnezar kemudian memboyong orang-orang Yahudi ke negerinya (untuk dijadikan budak), ini adalah peristiwa penghancuran Masjid Aqsha yang pertama. Selang tujuh puluh tahun seorang raja Persia dan dinasti Kiyaniyyah (Achaemenid) berhasil mengembalikan bangsa Yahudi itu ke Yerusalem, setelah mengalahkan Babylonia dalam suatu peperangan. Kaum Yahudi membangun kembali masjid mereka (Masjid Aqsha) menurut bentuk aslinya (dan zaman Nabi Sulayman). Tapi pusat ibadat itu hanya untuk kegiatan keagamaan para pendeta saja, tanpa makna kekuasaan politik seperti sebelumnya. Kekuasaan politik berada di tangan bangsa Persia. 

Iskandar Agung dan Yunani mengalahkan Persia, dan kaum Yahudi berada dalam kekuasaan Yunani. Tetapi kekuasaan ini segera melemah, dan kaum Yahudi bangkit kembali serta berhasil mengakhiri penjajahan Yunani. Kini kekuasaan kaum Yahudi ada di tangan kaum pendeta Hasmonean (Barn Hasyrnanaya), sampai mereka dikalahkan oleh bangsa Romawi Pada waktu Romawi menyerbu Yerusalem, kaum Yahudi diperintah oleh Raja Herodus, seorang penguasa Yahudi (konon berdarah Arab, namun berbudaya Yunani), yang kawin dengan wanita dari klan Hasmonean. Tentara Romawi, dipimpin oleh Titus, menghancurkan Yerusalem, meratakan Masjid Aqsha dengan tanah, dan mengasingkan orang-orang Yahudi ke Roma dan ke daerah yang lebih jauh lagi. Inilah penghancuran Masjid Aqsha yang kedua, dan pengasingan tersebut disebut kaum Yahudi sebagai ""Pengasingan Besar"" (Al-Jalwat Al-Kubra atau Al-Jala' Al-Akbar, the Great Exile).",Apa yang dilakukan Nebukadnezar terhadap Masjid Aqsha?,menghancurkan,413,what,A
95,12,1999,Masjid Aqsha di Bait al-Maqdis (3),"Banyak ulama tafsir yang telah mengulas peristiwa pengerusakan pertama dan pengerusakan kedua masjid Aqsha tersebut, seperti Zamakhsyari dalam tafsirnya al-Kasyayaf, Ibn Katsir, Tafsir al-Baydiwi, Tafsir al-Khazin, namun keterangan Ibn Khaldun lebih ilmiah dan sudut pandang kesejarahan, yang ditulis dalam Muqaddimah. Menurut Ibn Khaldun, Nebukadnezar menaklukkan Samaria, kemudian Judea dan menyerbu Yerusalem, menghancurkan Masjid Aqsha, membakar Taurat dan mematikan agama Yahudi. Nebukadnezar kemudian memboyong orang-orang Yahudi ke negerinya (untuk dijadikan budak), ini adalah peristiwa penghancuran Masjid Aqsha yang pertama. Selang tujuh puluh tahun seorang raja Persia dan dinasti Kiyaniyyah (Achaemenid) berhasil mengembalikan bangsa Yahudi itu ke Yerusalem, setelah mengalahkan Babylonia dalam suatu peperangan. Kaum Yahudi membangun kembali masjid mereka (Masjid Aqsha) menurut bentuk aslinya (dan zaman Nabi Sulayman). Tapi pusat ibadat itu hanya untuk kegiatan keagamaan para pendeta saja, tanpa makna kekuasaan politik seperti sebelumnya. Kekuasaan politik berada di tangan bangsa Persia. 

Iskandar Agung dan Yunani mengalahkan Persia, dan kaum Yahudi berada dalam kekuasaan Yunani. Tetapi kekuasaan ini segera melemah, dan kaum Yahudi bangkit kembali serta berhasil mengakhiri penjajahan Yunani. Kini kekuasaan kaum Yahudi ada di tangan kaum pendeta Hasmonean (Barn Hasyrnanaya), sampai mereka dikalahkan oleh bangsa Romawi Pada waktu Romawi menyerbu Yerusalem, kaum Yahudi diperintah oleh Raja Herodus, seorang penguasa Yahudi (konon berdarah Arab, namun berbudaya Yunani), yang kawin dengan wanita dari klan Hasmonean. Tentara Romawi, dipimpin oleh Titus, menghancurkan Yerusalem, meratakan Masjid Aqsha dengan tanah, dan mengasingkan orang-orang Yahudi ke Roma dan ke daerah yang lebih jauh lagi. Inilah penghancuran Masjid Aqsha yang kedua, dan pengasingan tersebut disebut kaum Yahudi sebagai ""Pengasingan Besar"" (Al-Jalwat Al-Kubra atau Al-Jala' Al-Akbar, the Great Exile).",Siapa yang berhasil mengembalikan bangsa Yahudi ke Yerusalem setelah penghancuran Masjid Aqsha yang pertama?,raja Persia dan dinasti Kiyaniyyah,668,who,B
