dataset_id,exact_match_mean,exact_match_std,exact_match_min,exact_match_max,exact_match_median,exact_match_ci_lower,exact_match_ci_upper,exact_match_count,f1_score_mean,f1_score_std,f1_score_min,f1_score_max,f1_score_median,f1_score_ci_lower,f1_score_ci_upper,f1_score_count,time_mean,time_std,time_min,time_max,time_median,time_ci_lower,time_ci_upper,time_count,step_mean,step_std,step_min,step_max,step_median,step_ci_lower,step_ci_upper,step_count,hit_rate_mean,hit_rate_std,hit_rate_min,hit_rate_max,hit_rate_median,hit_rate_ci_lower,hit_rate_ci_upper,hit_rate_count,hits_mean,hits_std,hits_min,hits_max,hits_median,hits_ci_lower,hits_ci_upper,hits_count,total_retrieved_mean,total_retrieved_std,total_retrieved_min,total_retrieved_max,total_retrieved_median,total_retrieved_ci_lower,total_retrieved_ci_upper,total_retrieved_count,expected_count_mean,expected_count_std,expected_count_min,expected_count_max,expected_count_median,expected_count_ci_lower,expected_count_ci_upper,expected_count_count
100,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
101,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
102,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
103,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
104,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
105,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
106,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
107,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
108,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.26966392993927,0.010025705431234768,0.2497470378875732,0.2823867797851562,0.2717864513397217,0.2515928268432617,0.28128423094749444,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
110,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
111,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
112,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
113,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
114,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.37003982067108154,0.009051523358106047,0.3568830490112304,0.3841156959533691,0.3728982210159302,0.35736890435218804,0.38289786577224727,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
116,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
117,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
118,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
119,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
120,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
121,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
122,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
123,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
124,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
125,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
126,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
127,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
128,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
129,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
130,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
131,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
132,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
133,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
134,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
135,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
136,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
137,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
138,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
139,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
140,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
141,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
142,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
143,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
144,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
145,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
146,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
147,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
148,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
149,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
150,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
151,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
152,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
153,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
154,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
155,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
156,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
157,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
158,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
159,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
160,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
161,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
162,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
163,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
164,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
