exact_match,f1_score,time,step,dataset_id,hit_rate,hits,total_retrieved,expected_count
0,0,37.39409255981445,5,5abc081e5542993f40c73c54,0.06666666666666667,1,18,15
0,0,21.336198091506958,5,5a7fe7f85542994857a7683e,3.3333333333333335,10,18,3
0,0,14.37488317489624,5,5ae389fc5542992f92d8230f,0.0,0,18,9
0,0,13.800273180007935,5,5ac4f8705542995c82c4ad8d,0.14285714285714285,1,18,7
0,0,13.710857152938843,5,5a74655b55429974ef308bf0,0.3333333333333333,1,18,3
0,0,16.68418598175049,5,5ab57673554299637185c5a3,0.2,1,18,5
0,0,24.32396125793457,5,5a8765ad5542996e4f3087cf,0.6666666666666666,2,18,3
0,0,6.711701393127441,2,5ae5cf625542996de7b71a22,0.0,0,9,8
0,0,13.706427812576294,5,5ae515bb55429913cc204584,0.5,1,18,2
0,0,15.212242126464844,5,5ae2eb7f55429928c423955b,0.0,0,18,1
0,0,4.2590813636779785,1,5a8838885542994846c1ce39,0.5,1,6,2
0,0,1.7976572513580322,0,5a7b241b554299042af8f705,0.0,0,3,2
0,0,1.8324754238128662,0,5a8cc7af554299653c1aa11e,0.125,1,3,8
0,0,0.518430233001709,1,5a86681c5542991e77181644,0.0,0,3,7
0,0,1.8413994312286377,0,5abce3015542993a06baf995,0.0,0,3,12
0,0,3.7606914043426514,1,5a7bf84b5542996dd594b875,0.2,1,6,5
0,0,1.82417631149292,0,5ab70c41554299110f219a9d,0.2857142857142857,2,3,7
0,0,1.8073234558105469,0,5adbcd475542996e68525240,0.3333333333333333,1,3,3
0,0,12.844441175460815,5,5a7fd6fc5542995d8a8ddf31,1.0,2,15,2
0,0,0.258746862411499,1,5a902d5155429933b8a2048d,0.5,1,3,2
0,0,3.7466366291046143,1,5a7758895542994aec3b729c,0.0,0,6,5
0,0,1.8326480388641357,0,5ae81032554299540e5a572a,0.6666666666666666,2,3,3
0,0,1.8014123439788818,0,5a8e42d15542995a26add4a6,0.5,1,3,2
0,0,0.44282054901123047,1,5abbc3a955429931dba144f9,0.0,0,3,3
0,0,7.902192831039429,1,5ae206c45542994d89d5b311,0.0,0,3,4
0,0,3.7487294673919678,1,5a80b9e85542992bc0c4a7ed,0.4,2,6,5
0,0,6.451232433319092,2,5a8a1dbc55429970aeb7025a,0.375,3,9,8
0,0,3.9207956790924072,1,5ab9c3e1554299753720f852,0.5,2,6,4
0,0,1.8299801349639893,0,5a84f5865542991dd0999e30,0.0,0,3,10
0,0,1.8434693813323975,0,5abcf299554299700f9d7936,0.5,1,3,2
0,0,1.8410634994506836,0,5ae4581e55429970de88d92f,0.0,0,3,2
0,0,1.8002641201019287,0,5a7785af55429949eeb29ec2,0.3333333333333333,1,3,3
0,0,16.290415048599243,5,5ae3639b5542991a06ce99b2,0.2,1,18,5
0,0,15.912606477737427,5,5ae779a555429952e35ea931,0.25,1,18,4
0,0,14.517977237701416,3,5abe822155429976d4830b48,1.0,1,12,1
0,0,16.19029140472412,5,5ae385df5542992f92d82305,0.6666666666666666,2,18,3
0,0,15.632372379302979,5,5a77720255429967ab10517f,1.0,1,18,1
0,0,7.855083227157593,0,5ae002ec55429925eb1afbdc,0.0,0,3,3,
0,0,7.987229347229004,0,5a74c2bd5542996c70cfadda,0.5,1,3,2,
0,0,4.678201198577881,0,5ab7a86d5542995dae37e986,0.14285714285714285,1,3,7,
0,0,7.850545644760132,0,5ae3c71f5542991a06ce9a22,0.3333333333333333,1,3,3,
0,0,7.9648191928863525,0,5adf32ee5542995534e8c767,0.0,0,3,9,
0,0,7.835623264312744,0,5ae573b25542990ba0bbb2b4,0.0,0,3,7,
0,0,7.949238061904907,0,5ac3c08a5542995ef918c217,0.0,0,3,5,
0,0,7.993900775909424,0,5ab9ddef5542994dbf019875,0.0,0,3,3,
0,0,7.880580425262451,0,5ab862b35542990e739ec8db,0.5,1,3,2,
0,0.013888888888888888,7.87529993057251,0,5adfe37c554299025d62a377,0.5,1,3,2,
0,0,7.939395189285278,0,5ac195455542991316484b40,0.0,0,3,5,
0,0,7.789471387863159,0,5adf49935542993a75d26491,0.5,1,3,2,
0,0,7.812014818191528,0,5a7244955542990c210a408a,0.0,0,3,3,
0,0,7.9798290729522705,0,5a7b8cc7554299294a54a9ea,0.0,0,3,3,
0,0.014084507042253523,7.837029933929443,0,5ae7316e554299572ea5477e,0.3333333333333333,1,3,3,
0,0,7.793384075164795,0,5a8e0cb85542995085b373b2,0.0,0,3,3,
0,0.014084507042253523,7.8297178745269775,0,5ae2bba35542992decbdcd89,0.0,0,3,3,
0,0.014084507042253523,7.89046835899353,0,5a82301155429926c1cdae4a,0.0,0,3,7,
0,0,7.926808834075928,0,5a877fa45542993e715abf84,0.4,2,3,5,
0,0,7.802470684051514,0,5a8662da5542991e7718162f,0.25,1,3,4,
0,0,10.975966691970825,1,5ae1b943554299492dc91b7f,0.4,2,6,5,
0,0.013793103448275864,7.984265327453613,0,5adec62e5542992fa25da841,0.14285714285714285,1,3,7,
0,0,8.248780488967896,0,5abfc9bf5542993fe9a41e60,0.5,1,3,2,
0,0,7.9973976612091064,0,5ab26b60554299449642c898,0.0,0,3,6,
0,0,8.032754898071289,0,5adcd6705542992c1e3a2426,0.5,1,3,2,
0,0,8.048640489578247,0,5a79c9395542994bb94570a2,0.25,1,3,4,
0,0,7.915112495422363,0,5a750d315542996c70cfae84,0.42857142857142855,3,3,7,
0,0,7.796902418136597,0,5ab7452b5542992aa3b8c806,0.25,1,3,4,
0,0,7.9380104541778564,0,5ab6993f554299110f219a2b,0.14285714285714285,1,3,7,
0,0,7.976378917694092,0,5ae1367055429901ffe4adf3,0.25,1,3,4,
0,0,11.035881757736206,1,5ab7ba4155429928e1fe38b2,0.0,0,6,6,
0,0,7.8521833419799805,0,5aba5ea955429939ce03dca5,0.0,0,3,2,
0,0,7.842674493789673,0,5ab67cf455429954757d3302,0.5,2,3,4,
0,0,7.833299160003662,0,5abae3b05542996606241661,0.2,1,3,5,
0,0,7.825232028961182,0,5a8303c255429954d2e2ec01,0.5,2,3,4,
0,0,7.830974102020264,0,5a8b7d925542995d1e6f13bd,0.0,0,3,4,
0,0,14.657364130020142,1,5ab6fcf55542991d32223718,0.0,0,6,4,
0,0,8.002028942108154,0,5a8313a755429954d2e2ec06,0.5,1,3,2,
0,0.0392156862745098,8.036017894744873,0,5ade747555429939a52fe8c5,0.0,0,3,4,
0,0,8.034989595413208,0,5ab6f9335542991d322236fc,0.3333333333333333,1,3,3,
0,0,8.030638456344604,0,5a792ad055429907847277d1,1.0,2,3,2,
0,0,8.016772985458374,0,5a8089535542992bc0c4a762,0.0,0,3,1,
0,0,8.030906200408936,0,5a903b7255429933b8a204ae,0.0,0,3,2,
0,0,10.504209756851196,1,5ae022ab554299025d62a428,1.0,1,6,1,
0,0,5.672231912612915,0,5a8c7ced5542995e66a4761c,0.3333333333333333,1,3,3,
0,0,5.667783737182617,0,5a75140b5542996c70cfae87,0.2,1,3,5,
0,0.02150537634408602,5.634998798370361,0,5a905cea55429933b8a204f4,0.3333333333333333,1,3,3,
0,0,10.646015644073486,1,5ae363e85542994393b9e6a5,0.0,0,6,1,
0,0.014388489208633094,7.7604570388793945,0,5a83de04554299334474609f,0.25,1,3,4,
0,0,5.7812581062316895,0,5a8d7f2b554299068b959d0c,0.25,1,3,4,
0,0,7.764069557189941,0,5ae4f2c45542990ba0bbb1a9,0.16666666666666666,1,3,6,
0,0.014388489208633094,7.7407426834106445,0,5a81e097554299676cceb129,0.0,0,3,6,
0,0,5.680804967880249,0,5a776a805542993735360269,0.14285714285714285,1,3,7,
0,0,7.696088790893555,0,5a8835dc5542994846c1ce2b,0.16666666666666666,1,3,6,
0,0,7.748033285140991,0,5ab83f9f5542990e739ec891,0.3333333333333333,1,3,3,
0,0.01388888888888889,7.72266411781311,0,5abd69ce5542993062266c7f,0.5,1,3,2,
0,0,8.288633584976196,0,5ab6087a554299110f2199be,0.14285714285714285,1,3,7,
0,0,6.259317636489868,0,5a78e9a2554299148911f995,0.0,0,3,4,
0,0.014285714285714285,7.761074542999268,0,5ab6988a554299710c8d1edc,0.0,0,3,4,
0,0,8.235512256622314,0,5adcb6875542994ed6169bcb,0.25,1,3,4,
0,0,5.689180612564087,0,5a8bb90f5542996e8ac88a02,0.0,0,3,5,
0,0,7.734442234039307,0,5ac02b325542992a796decb9,0.1,1,3,10,
0,0,7.784231901168823,0,5abbd2575542993f40c73bbd,0.0,0,3,4,
0,0,7.79200005531311,0,5a88db445542993b751ca88a,0.2,1,3,5,
0,0,9.261768579483032,1,5ac51c2855429924173fb5b5,0.25,1,6,4,
0,0.03508771929824562,4.764964580535889,0,5abd420f55429933744ab75c,0.2,1,3,5,
0,0,4.739291429519653,0,5a84e21d5542997b5ce3ff7c,0.2857142857142857,2,3,7,
0,0,4.751546621322632,0,5a8e8af55542990e94052b3f,0.0,0,3,5,
0,0,4.78071665763855,0,5a8a647b55429930ff3c0dc1,1.0,1,3,1,
0,0,4.8007588386535645,0,5ae51b495542993aec5ec146,0.5,1,3,2,
0,0.03508771929824562,4.748758792877197,0,5a7f54665542992097ad2f1a,0.3333333333333333,1,3,3,
0,0,4.791977167129517,0,5a75d9b4554299109176e5a7,0.25,1,3,4,
0,0,4.730503797531128,0,5a74551555429974ef308bd9,0.0,0,3,4,
0,0,4.803650379180908,0,5ae324e85542991a06ce9934,0.0,0,3,3,
0,0,4.783494710922241,0,5ac3f18d554299204fd21ed3,0.14285714285714285,1,3,7,
0,0,4.772842884063721,0,5ae0c1be5542993d6555ec42,0.25,1,3,4,
0,0,4.81865119934082,0,5a8013e45542995d8a8ddf41,0.2,1,3,5,
0,0,4.792737722396851,0,5addda1b5542992200553b55,0.0,0,3,6,
0,0,4.716923475265503,0,5ae35b6b5542990afbd1e116,0.125,1,3,8,
0,0,4.819454193115234,0,5ae7739c5542997b22f6a775,1.0,1,3,1,
0,0,4.837667465209961,0,5a726ba35542997f827839c0,0.0,0,3,3,
0,0,4.717860698699951,0,5ac2d9f65542996773102631,0.16666666666666666,1,3,6,
0,0,8.027561902999878,1,5ae1305b55429901ffe4add6,1.0,1,3,1,
0,0,4.760846853256226,0,5a907bf05542995651fb5164,0.3333333333333333,1,3,3,
0,0,4.76807975769043,0,5aba7c7155429955dce3ee58,0.25,1,3,4,
0,0,4.760765075683594,0,5abfab8d5542997ec76fd42d,1.0,1,3,1,
0,0,4.788676500320435,0,5ae05c9f55429945ae959348,0.2,1,3,5,
0,0,4.628509283065796,0,5abf30185542990832d3a13f,0.5,1,3,2,
0,0,4.79137110710144,0,5ae64ba755429929b0807b25,0.1111111111111111,1,3,9,
0,0,4.749411582946777,0,5ade4e415542992fa25da73f,0.0,0,3,2,
,,,,5a73073d55429901807daf69,,,,,Ollama request exceeded timeout limit for model stable-qwen with error: timed out
0,0,4.732445240020752,0,5ac1b3a75542994ab5c67dd2,0.5,2,3,4,
0,0,4.8027260303497314,0,5a8fa32255429918e830d299,0.0,0,3,5,
0,0,9.43074655532837,1,5ac562985542993e66e823ca,0.0,0,6,6,
0,0,4.750487565994263,0,5ac2927b5542996366519a17,0.5,1,3,2,
0,0,4.761709690093994,0,5a729fe55542991f9a20c53b,0.6666666666666666,2,3,3,
0,0,4.637831211090088,0,5a72abb95542992359bc3162,0.0,0,3,4,
0,0,4.762380361557007,0,5a7cd28c554299452d57ba80,1.0,2,3,2,
0,0,4.7781054973602295,0,5a72120e55429971e9dc923f,0.25,1,3,4,
0,0.03508771929824561,4.775365829467773,0,5ade66e1554299728e26c713,0.16666666666666666,1,3,6,
0,0,4.793566465377808,0,5ae47ae05542995ad6573d4f,0.0,0,3,6,
0,0,4.746589422225952,0,5a8ad6805542992d82986f93,0.0,0,3,4,
0,0,4.732430458068848,0,5a8f1adc554299458435d577,0.0,0,3,8,
0,0,4.768993377685547,0,5a8e60ca5542995a26add4d9,0.25,1,3,4,
0,0.031746031746031744,4.69895076751709,0,5a78b386554299148911f949,0.0,0,3,8,
0,0,4.755171537399292,0,5a807181554299485f5985ec,0.0,0,3,2,
0,0,4.804311752319336,0,5ac10c5e554299294b219074,0.5,2,3,4,
0,0,4.76041054725647,0,5a88cc8f55429938390d3fc5,0.0,0,3,6,
0,0,4.781323432922363,0,5abc3d215542993a06baf8a5,0.0,0,3,5,
0,0,7.910024166107178,1,5ab8ee805542991b5579f051,0.5,3,3,6,
0,0.03389830508474576,4.781507968902588,0,5adc020e55429947ff1738b4,0.0,0,3,8,
0,0,7.629406452178955,1,5ab9aab555429970cfb8eb65,0.0,0,6,4,
0,0,4.744899749755859,0,5abb1fd95542996cc5e49fb6,0.0,0,3,4,
0,0,4.725303888320923,0,5a8a547d55429970aeb70293,0.0,0,3,2,
0,0,4.721399307250977,0,5a7217f255429971e9dc9260,0.25,1,3,4,
0,0,4.740525245666504,0,5a89dbec554299669944a5d6,0.0,0,3,5,
0,0,4.770027160644531,0,5a89e6615542992e4fca8462,0.0,0,3,7,
0,0,4.7930872440338135,0,5ae361dc5542992f92d822aa,0.25,1,3,4,
0,0,4.752579689025879,0,5a8e63d65542995085b37421,0.5,1,3,2,
0,0,4.740102291107178,0,5a88451655429938390d3f12,0.125,1,3,8,
0,0,0.29755520820617676,1,5a7a05485542990198eaf04c,0.0,0,3,3,
0,0,4.900393724441528,0,5ae25d2b554299495565da46,1.0,1,3,1,
0,0,4.759254455566406,0,5ab8f53355429916710eb0d1,0.3333333333333333,1,3,3,
0,0.034482758620689655,4.730287790298462,0,5a9042825542990a984935d6,0.2857142857142857,2,3,7,
0,0.034482758620689655,4.747800350189209,0,5a7c96765542990527d554d8,0.5,1,3,2,
,,,,5ae75c6e5542991bbc9761f8,,,,,Ollama request exceeded timeout limit for model stable-qwen with error: timed out
0,0,4.734615087509155,0,5adf8dea5542995534e8c7e4,0.0,0,3,3,
,,,,5ae1681b554299422ee9967c,,,,,Ollama request exceeded timeout limit for model stable-qwen with error: timed out
0,0,4.764141082763672,0,5ade286e5542997c77aded81,0.3333333333333333,1,3,3,
0,0,4.722913026809692,0,5ab938db5542996be2020454,0.0,0,3,1,
0,0,4.782352447509766,0,5a8cacce554299585d9e3718,0.4,2,3,5,
0,0,4.729995965957642,0,5a7353795542991f29ee2d82,1.0,1,3,1,
0,0.034482758620689655,4.721559524536133,0,5a7730f255429972597f148c,0.3333333333333333,1,3,3,
0,0,4.792016506195068,0,5a7d07a455429907fabef0ae,0.25,1,3,4,
0,0,4.777545928955078,0,5ab5eed65542997d4ad1f25c,1.0,1,3,1,
0,0,4.71032977104187,0,5a8ceddb554299441c6b9f85,0.5,2,3,4,
0,0,8.962282419204712,1,5ac4920d5542996feb3fe8d3,0.0,0,6,4,
0,0.029850746268656716,5.721115350723267,0,5ae40d405542996836b02c28,0.4,2,3,5,
0,0,75.50091195106506,1,5ac04a265542997d642959f1,0.5,1,6,2,
0,0,7.511452913284302,1,5a9084e75542990a98493667,0.6666666666666666,2,6,3,
0,0.03636363636363637,4.720761775970459,0,5adff4a555429925eb1afb91,0.3333333333333333,1,3,3,
0,0,15.173970460891724,2,5adeb78a554299728e26c77a,0.0,0,9,3,
0,0.03389830508474576,4.975412130355835,0,5ae20c245542997283cd2367,0.14285714285714285,1,3,7,
0,0,4.923861026763916,0,5ab482815542990594ba9c3d,0.3333333333333333,2,3,6,
0,0,4.9685258865356445,0,5ab2b95c5542991669774072,0.2,1,3,5,
0,0,4.965787172317505,0,5ab41677554299753aec5a38,0.0,0,3,2,
0,0,4.962758302688599,0,5abae1e65542996cc5e49ed2,0.3333333333333333,1,3,3,
0,0.03333333333333333,4.97012186050415,0,5ab4482b55429942dd415f09,0.2,1,3,5,
,,,,5ae6537c5542991bbc9760c1,,,,,Ollama request exceeded timeout limit for model stable-qwen with error: timed out
,,,,5adc3a7055429947ff173913,,,,,Ollama request exceeded timeout limit for model stable-qwen with error: timed out
0,0,5.000080823898315,0,5a7a5cc35542996c55b2dd7c,1.0,1,3,1,
0,0,4.808376789093018,0,5ac47d7355429919431739b3,0.14285714285714285,1,3,7,
0,0,18.896414518356323,3,5a8b041955429971feec4604,0.0,0,12,4,
,,,,5ae56a0d5542990ba0bbb29c,,,,,Ollama request exceeded timeout limit for model stable-qwen with error: timed out
0,0,14.546696186065674,2,5ab6b59f5542995eadef0065,0.16666666666666666,1,9,6,
0,0,11.487921237945557,1,5a80ef1555429938b614225e,0.2,1,6,5,
0,0,4.884849786758423,0,5a8660ba55429960ec39b684,1.0,1,3,1,
0,0,4.891004800796509,0,5a7a94f155429941d65f26ca,0.0,0,3,6,
0,0,4.886236906051636,0,5a78a862554299148911f8fe,0.25,1,3,4,
0,0,4.897817373275757,0,5a72a51355429901807daf21,0.0,0,3,4,
0,0,31.340169191360474,5,5ac417405542995c82c4acbb,1.0,5,18,5,
0,0.07894736842105263,30.63739037513733,5,5ae7a9765542994a481bbdbc,1.0,2,18,2,
0,0,30.306164026260376,5,5ae496735542995dadf2435d,0.25,1,18,4,
0,0,28.319299936294556,5,5ab56b3a554299637185c585,0.5,1,18,2,
0,0,0.32512402534484863,1,5ab72c7d55429928e1fe3830,0.0,0,3,4,
0,0.03508771929824561,28.107962369918823,5,5a8adbf55542992d82986fab,0.2,1,18,5,
0,0,28.009719610214233,5,5a8a48ee55429930ff3c0d66,0.0,0,18,9,
,,,,5a74be0b5542996c70cfadc8,,,,,Ollama request exceeded timeout limit for model stable-qwen with error: timed out
0,0,26.01604413986206,5,5abac35055429901930fa8ae,0.36363636363636365,4,18,11,
0,0,28.12800145149231,5,5a8b19f45542996c9b8d5f9e,0.16666666666666666,1,18,6,
0,0,28.892080783843994,5,5a7f5d165542992097ad2f3c,0.5,1,18,2,
0,0,28.60044550895691,5,5ac55ea55542993e66e82377,0.25,2,18,8,
0,0,0.2676877975463867,1,5abd0097554299700f9d7956,0.0,0,3,2,
0,0,8.95808482170105,1,5ae655845542991bbc9760c3,0.0,0,6,7,
0,0,3.727179527282715,0,5ade84d7554299728e26c72b,0.0,0,3,4,
0,0,4.1902666091918945,0,5a8c2adc554299240d9c20a9,0.0,0,3,2,
0,0,17.77629542350769,3,5ae2661d554299495565da60,1.0,1,12,1,
0,0,31.495161294937134,5,5ac250aa5542992f1f2b384d,0.3333333333333333,1,18,3,
0,0,33.73900055885315,5,5a74cfed5542993748c896ea,0.2,1,18,5,
0,0,33.58902096748352,5,5a89fc665542993b751ca9de,0.0,0,18,4,
0,0,32.72264838218689,5,5ae2ce505542996483e64a72,0.3333333333333333,1,18,3,
0,0,42.86044669151306,5,5ab98d70554299753720f82f,0.3333333333333333,1,18,3,
0,0,44.486035108566284,5,5ab56f7a554299637185c59a,0.0,0,18,16,
0,0,43.16481828689575,5,5a83a4bc554299123d8c217f,0.0,0,18,6,
0,0,35.50650119781494,4,5a84f6c55542997175ce1f36,0.25,1,15,4,
0,0,6.6720051765441895,0,5ac26ac15542992f1f2b38bc,0.2,1,3,5,
0,0.02898550724637681,6.71966552734375,0,5a7615fb5542992db9473727,0.0,0,3,3,
0,0,6.629609823226929,0,5ade3bf75542997c77adedb8,0.2,1,3,5,
0,0,6.6448469161987305,0,5ae32eca5542994393b9e640,0.3333333333333333,1,3,3,
0,0,6.6090521812438965,0,5ab514c05542991779162d72,0.0,0,3,6,
0,0.014925373134328356,6.623482704162598,0,5a8a3a355542996c9b8d5e5e,0.2,1,3,5,
0,0,7.296623229980469,0,5ab5ab5d5542992aa134a37d,0.25,1,3,4,
0,0,6.6464455127716064,0,5ab2999a554299194fa9342f,0.0,0,3,5,
0,0,6.6156463623046875,0,5a7c6b86554299683c1c62ff,0.0,0,3,2,
0,0,6.712018966674805,0,5ab6e865554299710c8d1fad,0.3333333333333333,1,3,3,
0,0.014925373134328356,6.637695550918579,0,5adf9f6c5542992d7e9f93c2,0.25,1,3,4,
0,0,6.6366658210754395,0,5a7dd6cd5542995f4f4022cd,0.0,0,3,4,
0,0,6.639566898345947,0,5a8f141e55429918e830d181,0.0,0,3,5,
0,0,6.66017746925354,0,5a8b4d5e5542995d1e6f135c,0.5,2,3,4,
0,0,32.15874361991882,4,5a778a165542995d831811a9,0.2,1,15,5,
0,0,6.710595607757568,0,5ac458f8554299204fd21f2a,0.0,0,3,13,
0,0,6.735148668289185,0,5ae4a2d05542995ad6573de1,0.0,0,3,5,
0,0,6.679238796234131,0,5a8c42d7554299240d9c20f5,0.0,0,3,3,
0,0,6.691287994384766,0,5ac2bcf55542990b17b1546e,0.14285714285714285,1,3,7,
0,0,6.654283761978149,0,5a7224ab55429971e9dc92dd,0.0,0,3,9,
0,0,6.674433708190918,0,5ab26a4b55429970612095fc,0.0,0,3,7,
0,0,6.679765701293945,0,5a80be9655429938b61421b5,0.16666666666666666,1,3,6,
0,0,6.721972942352295,0,5adfc97255429906c02daa41,0.0,0,3,5,
0,0,6.660782337188721,0,5ab6b13b554299710c8d1f3f,0.0,0,3,4,
0,0.02816901408450704,6.709610462188721,0,5abea05f5542991f661061b6,0.0,0,3,8,
0,0,6.693897485733032,0,5ae679ec5542996d980e7b75,0.5,1,3,2,
0,0,6.613112926483154,0,5a7de14a5542991319bc93fc,0.0,0,3,3,
0,0,6.675502061843872,0,5adf4da15542995534e8c780,0.5,1,3,2,
0,0,6.696302652359009,0,5a71419f5542994082a3e70d,0.0,0,3,9,
0,0,6.669681549072266,0,5a8a19c45542992e4fca8501,0.0,0,3,4,
0,0,6.663208961486816,0,5adde73f5542992200553b94,0.3333333333333333,1,3,3,
0,0,6.65942645072937,0,5a80f793554299260e20a1e1,0.0,0,3,4,
